_id,OCCUPANCY_DATE,SECTOR,SHELTER_POSTAL_CODE,CAPACITY,SHELTER_PROVINCE,FACILITY_NAME,SHELTER_NAME,OCCUPANCY,ORGANIZATION_NAME,SHELTER_ADDRESS,SHELTER_CITY,PROGRAM_NAME,id,DateRange
2065034,2020-04-19T00:00:00,Families,M5A 2V2,270,ON,Sojourn House-Grange (Family),Sojourn House,206,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House - Refugee Family Hotel Program-Grange,,
2065035,2020-04-19T00:00:00,Women,M6P 1Y5,9,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,9,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline - Emergency Weather,,
2065036,2020-04-19T00:00:00,Women,M6P 1Y5,94,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,94,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline Residence - Women's Ministry,,
2065037,2020-04-19T00:00:00,Women,M6J1E6,4,ON,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth,4,The Salvation Army of Canada,723 Queen Street West,Toronto,Salvation Army - Florence Booth Extreme Weather Program,,
2065038,2020-04-19T00:00:00,Women,M6J1E6,60,ON,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth,58,The Salvation Army of Canada,723 Queen Street West,Toronto,Salvation Army - Florence Booth Womens Ministry,,
2065039,2020-04-19T00:00:00,Men,M5C 2H4,12,ON,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway,12,The Salvation Army of Canada,107 Jarvis Street,Toronto,Salvation Army - Gateway - Extreme Weather Beds,,
2065040,2020-04-19T00:00:00,Men,M5C 2H4,108,ON,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway,108,The Salvation Army of Canada,107 Jarvis Street,Toronto,Salvation Army - Gateway - Men's Hostel,,
2065041,2020-04-19T00:00:00,Men,M5A 2R5,45,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,32,The Salvation Army of Canada,Sherbourne Street,Toronto,S.A. Maxwell Meighen Transition to Housing,,
2065042,2020-04-19T00:00:00,Men,M5A 2R5,18,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,14,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen - Extreme Weather Program,,
2065043,2020-04-19T00:00:00,Men,M5A 2R5,290,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,226,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Emergency Bed Program,,
2065044,2020-04-19T00:00:00,Men,M5A 2R5,10,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,4,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen Primary Support Unit,,
2065045,2020-04-19T00:00:00,Men,M4M 3C3,60,ON,S.A. New Hope Leslieville,Salvation Army - New Hope Leslie,60,The Salvation Army of Canada,29 Leslie Street,Toronto,Salvation Army - New Hope - Men's Hostel,,
2065046,2020-04-19T00:00:00,Women,M9V 2X6,17,ON,2671 Islington Avenue-Sr.Female,Salvation Army Islington Seniors,16,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Women's Program,,
2065047,2020-04-19T00:00:00,Men,M9V 2X6,28,ON,2671 Islington Avenue-Sr.Male,Salvation Army Islington Seniors,28,The Salvation Army of Canada,2671 Islington Avenue,Toronto,Salvation Army - Islington Seniors' Shelter Men's Program,,
2065048,2020-04-19T00:00:00,Men,M5S 2H1,18,ON,Scott Mission - 502 Spadina Ave,Scott Mission Men's Ministry,16,The Scott Mission Inc.,502 Spadina Ave.,Toronto,Scott Mission - Extreme Weather Program,,
2065049,2020-04-19T00:00:00,Men,M5S 2H1,49,ON,Scott Mission - 502 Spadina Ave,Scott Mission Men's Ministry,46,The Scott Mission Inc.,502 Spadina Ave.,Toronto,Scott Mission - Men's Ministry Overnight Program,,
2065050,2020-04-19T00:00:00,Co-ed,M5R 2T9,13,ON,TCH 191 Spadina Rd(Singles),Toronto Community Hostel,13,Toronto Community Hostel,191 Spadina Road,Toronto,TCH-Singles,,
2065051,2020-04-19T00:00:00,Families,M5R 2T9,14,ON,Tor. Comm. Hostel 191 Spadina Rd,Toronto Community Hostel,9,Toronto Community Hostel,191 Spadina Road,Toronto,TCH (program),,
2065052,2020-04-19T00:00:00,Youth,M4Y 2X9,25,ON,Turning Point Youth Services,Turning Point Youth Services,16,Turning Point Youth Services,95 Wellesley St. E.,Toronto,Turning Point Youth Services Shelter,,
2065053,2020-04-19T00:00:00,Families,M4M 1J2,92,ON,Red Door - 1430 Gerrad St E,Red Door Queen Street,73,WoodGreen Red Door Family Shelter,875 Queen St E,Toronto,Red Door - Family Shelter,,
2065054,2020-04-19T00:00:00,Youth,M5T 2V9,40,ON,Yhouse - Vanauley,YMCA House,40,YMCA of Greater Toronto,7 Vanauley Street,Toronto,YMCA House-Vanauley,,
2065055,2020-04-19T00:00:00,Youth,M5R 2W7,25,ON,YMCA Sprott House Walmer Rd,YMCA Sprott House,22,YMCA of Greater Toronto,21 Walmer Rd.,Toronto,YMCA Sprott House Walmer rd.,,
2065056,2020-04-19T00:00:00,Women,M4T 1C1,31,ON,YWCA-80 Woodlawn Av. E.-Women,YWCA - First Stop Woodlawn,25,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Adult Women Shelter,,
2065057,2020-04-19T00:00:00,Youth,M4T 1C1,31,ON,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - First Stop Woodlawn,23,YWCA Toronto,80 Woodlawn Ave. East,Toronto,YWCA - Youth Shelter,,
2065058,2020-04-19T00:00:00,Women,M5R 1K6,36,ON,YWCA - 348 Davenport Road Women,YWCA-348 Davenport,24,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Adult,,
2065059,2020-04-19T00:00:00,Youth,M5R 1K6,12,ON,YWCA - 348 Davenport Road Youth,YWCA-348 Davenport,8,YWCA Toronto,348 Davenport Rd.,Toronto,YWCA Davenport - Youth,,
2065060,2020-04-19T00:00:00,Youth,M9V 1P9,33,ON,Youth w/o Shelter Emerg Shelter,Youth Without Shelter,27,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Emergency Shelter Program,,
2065061,2020-04-19T00:00:00,Youth,M9V 1P9,20,ON,Youth w/o Shltr Transitional Res,Youth Without Shelter,18,Youth Without Shelter,6 Warrendale Court,Etobicoke,Youth without Shelter Stay In School Program,,
2065062,2020-04-19T00:00:00,Co-ed,M1L 4A1,10,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,10,YouthLink,747 Warden Ave,Toronto,YouthLink Emergency Program,,
2065063,2020-04-19T00:00:00,Co-ed,M1L 4A1,41,ON,YouthLink - 747 Warden Ave,YouthLink Shelter,35,YouthLink,747 Warden Ave,Toronto,YouthLink Transitional Program,,
2065064,2020-04-20T00:00:00,Women,M5S 2P1,8,ON,COSTI - Radisson Hotel (Single),COSTI Reception Centre,0,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Single Pregnant Women),,
2065065,2020-04-20T00:00:00,Families,M5S 2P1,28,ON,COSTI - Toronto Plaza Hotel(Fam),COSTI Reception Centre,17,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Non Refugee Families),,
2065066,2020-04-20T00:00:00,Families,M5S 2P1,526,ON,COSTI - Toronto Plaza Hotel(Fam),COSTI Reception Centre,439,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Refugees),,
2065067,2020-04-20T00:00:00,Families,M5S 2P1,36,ON,COSTI Radisson Hotel,COSTI Reception Centre,21,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Radisson Hotel (Non Refugee Families),,
2065068,2020-04-20T00:00:00,Families,M5S 2P1,746,ON,COSTI Radisson Hotel,COSTI Reception Centre,625,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Radisson Hotel Family Program.,,
2065069,2020-04-20T00:00:00,Co-ed,M5S 2P1,16,ON,COSTI Reception Centre,COSTI Reception Centre,12,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI Reception Ctr CITY Program,,
2065070,2020-04-20T00:00:00,Women,M5S 2P1,8,ON,COSTI Toronto Plaza Hotel (Sin),COSTI Reception Centre,5,COSTI Immigrant Services,100 Lippincott Street,Toronto,COSTI - Toronto Plaza Hotel (Single Pregnant Women),,
2065071,2020-04-20T00:00:00,Men,M6H 3Z5,82,ON,Christie Ossington Men's Hostel,Christie Ossington Men's Hostel,70,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel,,
2065072,2020-04-20T00:00:00,Men,M6H 3Z5,42,ON,Christie Ossington South Hostel,Christie Ossington Men's Hostel,37,Christie Ossington Neighbourhood Centre,973 Lansdowne Avenue,Toronto,Christie Ossington Men's Hostel South,,
2065073,2020-04-20T00:00:00,Families,M6G 3B1,76,ON,Christie Refugee Welcome Centre,Christie Refugee Welcome Centre,38,"Christie Refugee Welcome Centre, Inc.",43 Christie Street,Toronto,Christie Refugee Welcome Ctr - Settlement and Support,,
2065074,2020-04-20T00:00:00,Families,M1P 4V8,215,ON,Birkdale Residence,Birkdale Residence,197,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Bedded Program,,
2065075,2020-04-20T00:00:00,Families,M1P 4V8,0,ON,Birkdale Residence Motel (Fam),Birkdale Residence,0,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence  - Toronto Plaza Hotel Program (Refugees),,
2065076,2020-04-20T00:00:00,Families,M1P 4V8,130,ON,Birkdale Residence Motel (Fam),Birkdale Residence,101,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence - Toronto Plaza Hotel Program (Non Refugees),,
2065077,2020-04-20T00:00:00,Men,M1P 4V8,7,ON,Birkdale Residence Motel (Men's),Birkdale Residence,7,City of Toronto,1229 Ellesmere Road,Toronto,Birkdale Residence  - Single Male Program,,
2065078,2020-04-20T00:00:00,Men,M3M 2X4,12,ON,Downsview Dells 1651 Sheppard W,Downsview Dells,11,City of Toronto,1651 Sheppard Ave West,Toronto,Downsview Dells Bedded Program,,
2065079,2020-04-20T00:00:00,Co-ed,M1E 2M6,150,ON,Family Residence - Edward  Co-Ed,Family Residence,64,City of Toronto,4222 Kingston Road,Toronto,Edward Village Singles Program,,
2065080,2020-04-20T00:00:00,Families,M1E 2M6,200,ON,Family Residence - Edward Villag,Family Residence,138,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Edward Village Hotel,,
2065081,2020-04-20T00:00:00,Families,M1E 2M6,200,ON,Family Residence - LI Site,Family Residence,156,City of Toronto,4222 Kingston Road,Toronto,Family Residence - LI Site (Internal Referral Only),,
2065082,2020-04-20T00:00:00,Families,M1E 2M6,48,ON,Family Residence - MA Site,Family Residence,54,City of Toronto,4222 Kingston Road,Toronto,Family Residence - MA Site (Internal Referral Only),,
2065083,2020-04-20T00:00:00,Families,M1E 2M6,20,ON,Family Residence - Main Building,Family Residence,34,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Main,,
2065084,2020-04-20T00:00:00,Families,M1E 2M6,0,ON,Family Residence - New Plaza,Family Residence,0,City of Toronto,4222 Kingston Road,Toronto,Family Residence - New Plaza (Internal Referral Only),,
2065085,2020-04-20T00:00:00,Families,M1E 2M6,50,ON,Family Residence - Roycroft Site,Family Residence,55,City of Toronto,4222 Kingston Road,Toronto,Family Residence - Roycroft Site,,
2065086,2020-04-20T00:00:00,Co-ed,M5V 3W3,73,ON,Fort York - Staybridge Suites,Fort York Residence,73,City of Toronto,38 Bathrust St,Toronto,Fort York - Staybridge Suites,,
2065087,2020-04-20T00:00:00,Men,M5V 3W3,15,ON,Fort York Res 38 Bathurst St.,Fort York Residence,0,City of Toronto,38 Bathrust St,Toronto,Fort York Extreme Weather Program,,
2065088,2020-04-20T00:00:00,Men,M5V 3W3,74,ON,Fort York Res 38 Bathurst St.,Fort York Residence,38,City of Toronto,38 Bathrust St,Toronto,Fort York Residence Bedded Program,,
2065089,2020-04-20T00:00:00,Men,M5V 3W3,48,ON,Fort York Res 38 Bathurst St.,Fort York Residence,24,City of Toronto,38 Bathrust St,Toronto,Fort York SRO Units Program,,
2065090,2020-04-20T00:00:00,Families,M5A 2R9,110,ON,Robertson House,Robertson House,110,City of Toronto,291 Sherbourne Street,Toronto,Robertson House - MAIN Program,,
2065091,2020-04-20T00:00:00,Men,M1M 1P8,88,ON,3306 Kingston Road,Scarborough Village Residence,87,City of Toronto,3306 Kingston Road,Toronto,Scarborough Village Residence Main Program,,
2065092,2020-04-20T00:00:00,Men,M5A-2N2,66,ON,Junction Place,Seaton House,59,City of Toronto,339 George Street,Toronto,Junction Place,,
2065093,2020-04-20T00:00:00,Men,M5A-2N2,52,ON,Seaton House - 339 George Street,Seaton House,36,City of Toronto,339 George Street,Toronto,Seaton House - Annex Harm Reduction & Managed Alcohol Program,,
2065094,2020-04-20T00:00:00,Men,M5A-2N2,168,ON,Seaton House - 339 George Street,Seaton House,82,City of Toronto,339 George Street,Toronto,Seaton House - Hostel Program,,
2065095,2020-04-20T00:00:00,Men,M5A-2N2,42,ON,Seaton House - 339 George Street,Seaton House,0,City of Toronto,339 George Street,Toronto,Seaton House - Hostels Extreme Weather Program,,
2065096,2020-04-20T00:00:00,Men,M5A-2N2,22,ON,Seaton House - 339 George Street,Seaton House,18,City of Toronto,339 George Street,Toronto,Seaton House - Infirmary Bedded Program,,
2065097,2020-04-20T00:00:00,Men,M5A-2N2,14,ON,Seaton House - 339 George Street,Seaton House,11,City of Toronto,339 George Street,Toronto,Seaton House - Long Term Program,,
2065098,2020-04-20T00:00:00,Men,M5A-2N2,50,ON,Seaton House - 339 George Street,Seaton House,19,City of Toronto,339 George Street,Toronto,Seaton House - O'Neill Harm Reduction Program,,
2065099,2020-04-20T00:00:00,Men,M5A-2N2,126,ON,Seaton House - 339 George Street,Seaton House,61,City of Toronto,339 George Street,Toronto,Seaton House - Winter Program,,
2065100,2020-04-20T00:00:00,Co-ed,M5V 1X1,40,ON,129 Peter St,Streets To Homes,31,City of Toronto,129 Peter Street,Toronto,Streets to Homes Bedded Program,,
2065101,2020-04-20T00:00:00,Men,M5V 1X1,2,ON,COTA,Streets To Homes,1,City of Toronto,129 Peter Street,Toronto,Bailey House,,
2065102,2020-04-20T00:00:00,Co-ed,M5T 1H9,92,ON,Womens Res-Alexandra Hotel,Women's Residence,74,City of Toronto,674 Dundas St. W,Toronto,Women's Res-Alexandra Hotel,,
2065103,2020-04-20T00:00:00,Women,M5T 1H9,10,ON,Womens' Res - 63 Bellwoods Ave.,Women's Residence,7,City of Toronto,674 Dundas St. W,Toronto,Womens' Residence - Bellwoods House,,
2065104,2020-04-20T00:00:00,Women,M5T 1H9,13,ON,Womens' Res - 674 Dundas St. W,Women's Residence,6,City of Toronto,674 Dundas St. W,Toronto,Women's Residence Extreme Weather Program,,
2065105,2020-04-20T00:00:00,Women,M5T 1H9,108,ON,Womens' Res - 674 Dundas St. W,Women's Residence,53,City of Toronto,674 Dundas St. W,Toronto,Womens' Residence - Main Program,,
2065106,2020-04-20T00:00:00,Men,M6C 1C2,56,ON,Cornerstone 616 Vaughan Rd.,Cornerstone Place,56,Cornerstone Place,616 Vaughan Road Toronto,Toronto,Cornerstone Place,,
2065107,2020-04-20T00:00:00,Youth,M5B 2P3,2,ON,Covenant House-20 Gerrard St. E.,Covenant House,1,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House -  Transitional Safe Beds for women,,
2065108,2020-04-20T00:00:00,Youth,M5B 2P3,96,ON,Covenant House-20 Gerrard St. E.,Covenant House,91,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House Residence,,
2065109,2020-04-20T00:00:00,Youth,M5B 2P3,28,ON,Covenant House-21 McGill Street,Covenant House,28,Covenant House Toronto,20 Gerrard Street East,Toronto,Covenant House-Rights of Passage,,
2065110,2020-04-20T00:00:00,Co-ed,M4C 1L7,9,ON,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,9,Dixon Hall,2714 Danforth Avenue,Toronto,Dixon Hall - Extreme Weather Program,,
2065111,2020-04-20T00:00:00,Co-ed,M4C 1L7,86,ON,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,80,Dixon Hall,2714 Danforth Avenue,Toronto,Dixon Hall - Heyworth House,,
2065112,2020-04-20T00:00:00,Men,M5A 2N2,51,ON,Dixon Hall-School House,Dixon Hall - Schoolhouse,43,Dixon Hall,349 George Street,Toronto,Dixon Hall - Schoolhouse,,
2065113,2020-04-20T00:00:00,Youth,M5V 3G9,50,ON,Eva's Phoenix,Eva's Phoenix,50,Eva's Initiatives,60 Brant Street,Toronto,Eva's Phoenix,,
2065114,2020-04-20T00:00:00,Youth,M3B 2T5,40,ON,Eva's Place,Eva's Place,40,Eva's Initiatives,360 Lesmill Road,North York,Eva's Place,,
2065115,2020-04-20T00:00:00,Youth,M2N OE3,32,ON,Eva's Satellite,Eva's Satellite,28,Eva's Initiatives,25 Canterbury Place,North York,Eva's Satellite,,
2065116,2020-04-20T00:00:00,Youth,M2N OE3,1,ON,Eva's Satellite,Eva's Satellite,0,Eva's Initiatives,25 Canterbury Place,North York,Eva's Satellite Extreme Weather Program,,
2065117,2020-04-20T00:00:00,Co-ed,M4X 1K9,5,ON,Fife House - Denison Program,Fife House Transitional Program,5,Fife House Foundation,"490 Sherbourne Street, 2nd floor",Toronto,Fife House Denison Program,,
2065118,2020-04-20T00:00:00,Co-ed,M4X 1K9,11,ON,Fife-Sherbourne Transitional Pgm,Fife House Transitional Program,8,Fife House Foundation,"490 Sherbourne Street, 2nd floor",Toronto,Fife-Sherbourne Transitional Program,,
2065119,2020-04-20T00:00:00,Women,M4Y 2H6,26,ON,Fred Victor 512 Jarvis St.,FV Women's Transition to Housing,22,Fred Victor Centre,512 Jarvis St.,Toronto,Fred Victor Transition to Housing:  Bedded Program,,
2065120,2020-04-20T00:00:00,Women,M4Y 2H6,37,ON,Fred Victor T2H 386 Dundas St. E,FV Women's Transition to Housing,36,Fred Victor Centre,512 Jarvis St.,Toronto,Fred Victor T2H Bedded Program,,
2065121,2020-04-20T00:00:00,Women,M5C 1M3,4,ON,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel,3,Fred Victor Centre,86 Lombard St.,Toronto,Fred Victor Women's Extreme Weather Program,,
2065122,2020-04-20T00:00:00,Women,M5C 1M3,41,ON,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel,37,Fred Victor Centre,86 Lombard St.,Toronto,Fred Victor Women's Hostel Program,,
2065123,2020-04-20T00:00:00,Co-ed,M6A 2W9,10,ON,Fred Victor BUS - 1161 Caledonia,"Fred Victor, BUS",4,Fred Victor Centre,1161 Caledonia Road,Toronto,Fred Victor - Bethlehem United Extreme Weather Program,,
2065124,2020-04-20T00:00:00,Co-ed,M6A 2W9,60,ON,Fred Victor BUS - 1161 Caledonia,"Fred Victor, BUS",60,Fred Victor Centre,1161 Caledonia Road,Toronto,Fred Victor Bethlehem United Program,,
2065125,2020-04-20T00:00:00,Men,M5A 1T3,5,ON,Barrett House,Good Shepherd Centre,5,Good Shepherd Ministries,412 Queen Street East,Toronto,Barrett House,,
2065126,2020-04-20T00:00:00,Men,M5A 1T3,70,ON,Good Shepherd Centre,Good Shepherd Centre,68,Good Shepherd Ministries,412 Queen Street East,Toronto,Good Shepherd - Emergency/Resettlement,,
2065127,2020-04-20T00:00:00,Men,M5A 1T3,25,ON,Good Shepherd Centre,Good Shepherd Centre,20,Good Shepherd Ministries,412 Queen Street East,Toronto,Good Shepherd Centre - D.A.R.E.,,
2065128,2020-04-20T00:00:00,Women,M1K 2B5,90,ON,HFS - 702 Kennedy Shelter,HFS - Kennedy Shelter,47,Homes First Society,702 Kennedy Rd,Toronto,Homes First Society- Kennedy Shelter Women's Program,,
2065129,2020-04-20T00:00:00,Women,M6H 1P2,30,ON,HFS - Savard's Womens' Shelter,HFS - Savard's Womens' Shelter,0,Homes First Society,1322 Bloor Street West,Toronto,Homes First Society - Savard's Womens' Shelter,,
2065130,2020-04-20T00:00:00,Women,M1K 1M2,63,ON,HFS - 545 Lakeshore Blvd W.Women,HFS - Scarborough Shelter,60,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W. Women,,
2065131,2020-04-20T00:00:00,Men,M1K 1M2,75,ON,HFS - 545 Lakeshore Blvd. W. Men,HFS - Scarborough Shelter,70,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd W. Men Winter Program Lower Level,,
2065132,2020-04-20T00:00:00,Men,M1K 1M2,43,ON,HFS - 545 Lakeshore Blvd. W. Men,HFS - Scarborough Shelter,32,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W. Men,,
2065133,2020-04-20T00:00:00,Men,M1K 1M2,80,ON,HFS - Refugee Response Centre -,HFS - Scarborough Shelter,57,Homes First Society,3576 St. Clair Avenue East,Scarborough,Willowdale Welcome Centre - Men,,
2065134,2020-04-20T00:00:00,Women,M1K 1M2,170,ON,HFS - Refugee Response Centre -,HFS - Scarborough Shelter,131,Homes First Society,3576 St. Clair Avenue East,Scarborough,Willowdale Welcome Centre - Women,,
2065135,2020-04-20T00:00:00,Co-ed,M1K 1M2,45,ON,HFS - Scarborough Shelter,HFS - Scarborough Shelter,45,Homes First Society,3576 St. Clair Avenue East,Scarborough,Homes First Society - Scarborough Shelter,,
2065136,2020-04-20T00:00:00,Co-ed,M1K 1M2,106,ON,HFS-545 Lakeshore Blvd W.Couple,HFS - Scarborough Shelter,98,Homes First Society,3576 St. Clair Avenue East,Scarborough,545 Lakeshore Blvd. W.Couple,,
2065137,2020-04-20T00:00:00,Co-ed,M5V 1G8,5,ON,HFS - Strachan House,HFS - Strachan House,4,Homes First Society,805A Wellington Street W,Toronto,Homes First Society - Flex Program,,
2065138,2020-04-20T00:00:00,Co-ed,M5V 1G8,83,ON,HFS - Strachan House,HFS - Strachan House,80,Homes First Society,805A Wellington Street W,Toronto,Homes First Society - Strachan House,,
2065139,2020-04-20T00:00:00,Youth,M6E 4X3,45,ON,Horizons for Youth,Horizons for Youth,32,Horizon for Youth,422 Gilbert Avenue,Toronto,Horizons for Youth,,
2065140,2020-04-20T00:00:00,Youth,M4K 3W5,40,ON,Kennedy House Youth Shelter,Kennedy House Youth Shelter,36,Kennedy House Youth Services,1076 Pape Avenue,Toronto,Kennedy House Youth Shelter:  Bedded Program,,
2065141,2020-04-20T00:00:00,Men,M6G 2N1,66,ON,Na-Me-Res 14 Vaughan Road,Na-Me-Res,57,Na-Me-Res (Native Men's Residence),14 Vaughan Road,Toronto,Na-Me-Res (Native Men's Residence),,
2065142,2020-04-20T00:00:00,Men,M6G 2N1,20,ON,Sagatay 26 Vaughan Road,Na-Me-Res,15,Na-Me-Res (Native Men's Residence),14 Vaughan Road,Toronto,Sagatay,,
2065143,2020-04-20T00:00:00,Youth,M5S 2P9,14,ON,Eagle's Nest Transition House,Eagles Nest Transition House,13,Native Child & Family Services Toronto,558 Bathurst Street,Toronto,Native Child & Family Services Toronto,,
2065144,2020-04-20T00:00:00,Women,M4M 2V8,22,ON,SVDP - Amelie House,SVDP - Amelie House,20,Society of St.Vincent De Paul,126 Pape Avenue,Toronto,St.Vincent De Paul - Amelie House - Women's Shelter,,
2065145,2020-04-20T00:00:00,Women,M8Y 1A3,40,ON,SVDP - Elisa House,SVDP - Elisa House,30,Society of St.Vincent De Paul,60 Newcastle Street,Toronto,St.Vincent De Paul - Elisa House,,
2065146,2020-04-20T00:00:00,Women,M5B 1G6,6,ON,SVDP - Mary's Home,SVDP - Mary's Home,2,Society of St.Vincent De Paul,70 Gerrard St. E.,Toronto,SVDP - Mary's Home Extreme Weather Program,,
2065147,2020-04-20T00:00:00,Women,M5B 1G6,38,ON,SVDP - Mary's Home,SVDP - Mary's Home,22,Society of St.Vincent De Paul,70 Gerrard St. E.,Toronto,St.Vincent De Paul - Mary's Home - Emergency Shelter,,
2065148,2020-04-20T00:00:00,Women,M2M 3S3,30,ON,SVDP - St. Clare's Residence,SVDP - St. Clare's Residence,30,Society of St.Vincent De Paul,3410 Bayview Avenue,Toronto,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,,
2065149,2020-04-20T00:00:00,Men,M4W 1J1,5,ON,St.Simon's 525 Bloor Street East,St. Simon's Shelter,5,St. Simon's Shelter Inc.,525 Bloor Street East,Toronto,St. Simon's Extreme Weather Program,,
2065150,2020-04-20T00:00:00,Men,M4W 1J1,61,ON,St.Simon's 525 Bloor Street East,St. Simon's Shelter,61,St. Simon's Shelter Inc.,525 Bloor Street East,Toronto,St. Simon's Shelter,,
2065151,2020-04-20T00:00:00,Women,M5A 2N9,43,ON,Street Haven - 87 Pembroke St,Street Haven,43,Street Haven At The Crossroads,87 Pembroke St,Toronto,Street Haven - Emergency Hostel,,
2065152,2020-04-20T00:00:00,Women,M5A 2N9,4,ON,Street Haven - 87 Pembroke St,Street Haven,4,Street Haven At The Crossroads,87 Pembroke St,Toronto,Street Haven: Extreme Weather Program,,
2065153,2020-04-20T00:00:00,Families,M5A 2V2,76,ON,Sojourn House,Sojourn House,78,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House Transitional Housing Program,,
2065154,2020-04-20T00:00:00,Co-ed,M5A 2V2,94,ON,Sojourn House(Singles),Sojourn House,67,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House Bedded Program,,
2065155,2020-04-20T00:00:00,Families,M5A 2V2,270,ON,Sojourn House-Grange (Family),Sojourn House,188,The MUC Shelter Corporation,101 Ontario Street,Toronto,Sojourn House - Refugee Family Hotel Program-Grange,,
2065156,2020-04-20T00:00:00,Women,M6P 1Y5,9,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,9,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline - Emergency Weather,,
2065157,2020-04-20T00:00:00,Women,M6P 1Y5,94,ON,S.A. Evangeline Residence,Salvation Army - Evangeline Res,92,The Salvation Army of Canada,2808 Dundas St W,Toronto,S.A. Evangeline Residence - Women's Ministry,,
2065158,2020-04-20T00:00:00,Women,M6J1E6,4,ON,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth,4,The Salvation Army of Canada,723 Queen Street West,Toronto,Salvation Army - Florence Booth Extreme Weather Program,,
2065159,2020-04-20T00:00:00,Women,M6J1E6,60,ON,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth,59,The Salvation Army of Canada,723 Queen Street West,Toronto,Salvation Army - Florence Booth Womens Ministry,,
2065160,2020-04-20T00:00:00,Men,M5C 2H4,12,ON,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway,12,The Salvation Army of Canada,107 Jarvis Street,Toronto,Salvation Army - Gateway - Extreme Weather Beds,,
2065161,2020-04-20T00:00:00,Men,M5C 2H4,108,ON,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway,108,The Salvation Army of Canada,107 Jarvis Street,Toronto,Salvation Army - Gateway - Men's Hostel,,
2065162,2020-04-20T00:00:00,Men,M5A 2R5,45,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,33,The Salvation Army of Canada,Sherbourne Street,Toronto,S.A. Maxwell Meighen Transition to Housing,,
2065163,2020-04-20T00:00:00,Men,M5A 2R5,18,ON,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen,14,The Salvation Army of Canada,Sherbourne Street,Toronto,Salvation Army - Maxwell Meighen - Extreme Weather Program,,
